PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,,
1112,4716  BRIARWOOD  DR,NASHVILLE,SINGLE FAMILY,525000,9/21/2021,36.0781258,-86.7570164,1,,
1113,4716   BRIARWOOD  DR,NASHVILLE,SINGLE FAMILY,525000,9/21/2021,36.0781258,-86.7570164,1,,
1114,259  WILLOW  LN,NASHVILLE,SINGLE FAMILY,295000,9/10/2021,36.0779588,-86.7102554,1,,
1115,104  CHETOPA  CT,ANTIOCH,SINGLE FAMILY,314000,9/16/2021,36.0778803,-86.6688799,8,,
1116,4718   BRIARWOOD  DR,NASHVILLE,VACANT RESIDENTIAL LAND,525000,9/21/2021,36.0778027,-86.7568819,1,,
1117,441  HARDING  PL,NASHVILLE,RESIDENTIAL CONDO,105000,9/13/2021,36.0777961,-86.7303292,1,,
1118,118  CARRIAGE  DR,NASHVILLE,SINGLE FAMILY,435000,9/29/2021,36.0777515,-86.9423547,2,,
1119,2921  SPLIT OAK  TRL,ANTIOCH,SINGLE FAMILY,317000,9/10/2021,36.0776093,-86.6514856,8,,
1120,1533  BROCKTON  LN,NASHVILLE,SINGLE FAMILY,391000,9/13/2021,36.0773909,-86.9904078,2,,
1121,611  HARDING  PL,NASHVILLE,SINGLE FAMILY,250000,9/16/2021,36.0773723,-86.7416963,1,,
1122,4624  BILLINGSGATE  RD,ANTIOCH,SINGLE FAMILY,330000,9/21/2021,36.0772124,-86.6692734,8,,
1123,600  OAK FOREST  LN,ANTIOCH,SINGLE FAMILY,320000,9/13/2021,36.0771034,-86.6556345,8,,
1124,4826  BRIARWOOD  DR,NASHVILLE,SINGLE FAMILY,350000,9/20/2021,36.0770811,-86.7513211,1,,
1125,3428  DAISY  TRL,ANTIOCH,SINGLE FAMILY,295000,9/2/2021,36.0770269,-86.5989897,8,,
1126,310  GARRETT  DR,NASHVILLE,SINGLE FAMILY,453000,9/13/2021,36.0770064,-86.7422856,1,,
1127,4740  BILLINGSGATE  RD,ANTIOCH,SINGLE FAMILY,369000,9/28/2021,36.0767194,-86.6652599,8,,
1128,433  DEER LAKE  DR,NASHVILLE,RESIDENTIAL CONDO,128000,9/16/2021,36.076642,-86.92567,2,,
1129,3242 A ANDERSON  RD,ANTIOCH,ZERO LOT LINE,168800,9/7/2021,36.0766342,-86.6085166,8,,
1130,3604  SOUTHERN  WAY,ANTIOCH,SINGLE FAMILY,300000,9/29/2021,36.0764063,-86.5965467,8,,
1131,7313  CAVALIER  RD,NASHVILLE,SINGLE FAMILY,450000,9/27/2021,36.0762349,-86.9315409,2,,
1132,521  SADDLE  DR,NASHVILLE,SINGLE FAMILY,625000,9/15/2021,36.0760282,-86.9334193,2,,
1133,3103  WOODYMORE  DR,ANTIOCH,ZERO LOT LINE,230000,9/28/2021,36.0758572,-86.6091414,8,,
1134,3285  CLAPHAM  RD,ANTIOCH,SINGLE FAMILY,225000,9/17/2021,36.0758494,-86.6522728,8,,
1135,8207  SAWYER BROWN  RD,NASHVILLE,RESIDENTIAL CONDO,245000,9/27/2021,36.0750471,-86.9479915,2,,
1136,8207  SAWYER BROWN  RD,NASHVILLE,RESIDENTIAL CONDO,300000,9/28/2021,36.0750471,-86.9479915,2,,
1137,4061  ALICIA  LN,ANTIOCH,SINGLE FAMILY,366000,9/14/2021,36.0750074,-86.6111219,8,,
1138,224  WINDSOR TERRACE  DR,NASHVILLE,RESIDENTIAL CONDO,355000,9/10/2021,36.0747726,-86.9102701,2,,
1139,328   DADE  DR,NASHVILLE,VACANT RESIDENTIAL LAND,287000,9/7/2021,36.0747384,-86.7039695,1,,
1140,409  CEDARCLIFF  RD,ANTIOCH,SINGLE FAMILY,355000,9/27/2021,36.0746788,-86.6225469,8,,
1141,330  DADE  DR,NASHVILLE,SINGLE FAMILY,287000,9/7/2021,36.0746556,-86.7042794,1,,
1142,330   DADE  DR,NASHVILLE,SINGLE FAMILY,287000,9/7/2021,36.0746556,-86.7042794,1,,
1143,319  DEER LAKE  DR,NASHVILLE,RESIDENTIAL CONDO,165000,9/24/2021,36.074629,-86.925723,2,,
1144,649   BRISTOL CREEK  DR,NASHVILLE,RESIDENTIAL CONDO,340000,9/15/2021,36.0745187,-86.9295547,2,,
1145,945  TODD PREIS  DR,NASHVILLE,RESIDENTIAL CONDO,309900,9/15/2021,36.0739021,-86.950772,2,,
1146,317   MARGO  LN,NASHVILLE,RESIDENTIAL CONDO,605000,9/23/2021,36.0736805,-86.7013086,1,,
1147,1232  TWIN CIRCLE  DR,NASHVILLE,SINGLE FAMILY,265000,9/3/2021,36.0736776,-86.6292023,8,,
1148,1759  TYNE  BLVD,NASHVILLE,VACANT RESIDENTIAL LAND,1850000,9/10/2021,36.0736481,-86.8239869,2,,
1149,3433  COUNTRY WAY  RD,ANTIOCH,SINGLE FAMILY,345000,9/2/2021,36.0736184,-86.5999748,8,,
1150,776  WOLFEBORO  LN,NASHVILLE,SINGLE FAMILY,544300,9/10/2021,36.0733716,-86.9886639,2,,
1151,1101  CHATEAU  LN,NASHVILLE,SINGLE FAMILY,1447000,9/3/2021,36.07334,-86.846611,2,,
1152,704  SOMERSET FARMS  CT,NASHVILLE,SINGLE FAMILY,456800,9/22/2021,36.0732607,-86.9681573,2,,
1153,8300  SAWYER BROWN  RD,NASHVILLE,RESIDENTIAL CONDO,290000,9/17/2021,36.073231,-86.945832,2,,
1154,3113  STONEYBROOK  CIR,ANTIOCH,SINGLE FAMILY,240000,9/23/2021,36.0732201,-86.608406,8,,
1155,1765  TYNE  BLVD,NASHVILLE,SINGLE FAMILY,1850000,9/10/2021,36.073094,-86.824319,2,,
1156,860  OAKWOOD TERRACE  DR,ANTIOCH,SINGLE FAMILY,275000,9/17/2021,36.0730515,-86.6722243,8,,
1157,1178  TRAVELERS RIDGE  DR,NASHVILLE,SINGLE FAMILY,1400000,9/7/2021,36.0727798,-86.8061655,2,,
1158,4997  EDMONDSON  PIKE,NASHVILLE,SINGLE FAMILY,287000,9/23/2021,36.0727602,-86.732777,1,,
1159,215  MYHR  GRN,NASHVILLE,ZERO LOT LINE,310500,9/2/2021,36.072297,-86.932066,2,,
1160,3107  HARPETH SPRINGS  DR,NASHVILLE,RESIDENTIAL CONDO,265000,9/9/2021,36.0720082,-86.9741243,2,,
1161,1220  QUAISE MOOR  E,ANTIOCH,SINGLE FAMILY,374100,9/7/2021,36.071993,-86.5965073,8,,
1162,917  TODD PREIS  DR,NASHVILLE,RESIDENTIAL CONDO,298000,9/17/2021,36.071913,-86.94819,2,,
1163,349  CEDARCLIFF  RD,ANTIOCH,SINGLE FAMILY,265000,9/16/2021,36.0717635,-86.6229801,8,,
1164,1913  SEASONS LAKE  CT,ANTIOCH,SINGLE FAMILY,376000,9/24/2021,36.0716815,-86.5915026,8,,
1165,600  VALLEY TRACE  CT,NASHVILLE,SINGLE FAMILY,650000,9/10/2021,36.071614,-86.8993834,2,,
1166,3277  TOWNE VILLAGE  RD,ANTIOCH,SINGLE FAMILY,275500,9/16/2021,36.0715361,-86.6013538,8,,
1167,5044  PEBBLE CREEK  DR,ANTIOCH,SINGLE FAMILY,255000,9/27/2021,36.0710818,-86.6547524,8,,
1168,953   MULBERRY HILL  PL,ANTIOCH,SINGLE FAMILY,314900,9/2/2021,36.0704834,-86.6528968,8,,
1169,5003  MARCHANT  DR,NASHVILLE,SINGLE FAMILY,730000,9/10/2021,36.0704664,-86.7499069,1,,
1170,7232  OLE NOTTINGHAM  DR,ANTIOCH,SINGLE FAMILY,277200,9/2/2021,36.0703258,-86.5751453,8,,
1171,3044  FIELDSTONE  DR,ANTIOCH,SINGLE FAMILY,320100,9/13/2021,36.0700923,-86.61786,8,,
1172,4652  FANNING  DR,ANTIOCH,SINGLE FAMILY,185000,9/2/2021,36.0698117,-86.6716735,8,,
1173,850  TODD PREIS  DR,NASHVILLE,ZERO LOT LINE,285000,9/8/2021,36.069794,-86.944421,2,,
1174,4753  MINERS  CV,ANTIOCH,SINGLE FAMILY,295000,9/9/2021,36.0697506,-86.6679356,8,,
1175,7532  W WINCHESTER  DR,ANTIOCH,SINGLE FAMILY,270000,9/16/2021,36.0696029,-86.5795604,8,,
1176,3101  FIELDSTONE  DR,ANTIOCH,SINGLE FAMILY,330000,9/23/2021,36.0695907,-86.6182559,8,,
1177,5017  W DURRETT  DR,NASHVILLE,SINGLE FAMILY,268000,9/3/2021,36.0693407,-86.7377819,1,,
1178,815  AEOLIA  DR,ANTIOCH,SINGLE FAMILY,278000,9/8/2021,36.0693004,-86.6731292,8,,
1179,108  GLENWAY  CT,NASHVILLE,SINGLE FAMILY,485000,9/20/2021,36.0692361,-86.917548,2,,
1180,1509  BROOKCHASE  CT,ANTIOCH,SINGLE FAMILY,270000,9/15/2021,36.0689524,-86.5745934,8,,
1181,803  GENERAL GEORGE PATTON  RD,NASHVILLE,RESIDENTIAL CONDO,269000,9/14/2021,36.0688806,-86.9485421,2,,
1182,104  BELLE OAKS  CT,ANTIOCH,SINGLE FAMILY,340000,9/1/2021,36.0686804,-86.6015637,8,,
1183,1079  GENERAL GEORGE PATTON  RD,NASHVILLE,RESIDENTIAL CONDO,300000,9/24/2021,36.068564,-86.952804,2,,
1184,712  KAEDEN POINTE  CT,ANTIOCH,SINGLE FAMILY,360900,9/3/2021,36.0685156,-86.6267081,8,,
1185,1409  CALAIS  CT,ANTIOCH,SINGLE FAMILY,315000,9/24/2021,36.0684923,-86.6207542,8,,
1186,7224  GREEN MEADOWS  LN,NASHVILLE,SINGLE FAMILY,372500,9/3/2021,36.0683611,-86.9364521,2,,
1187,4706  LORI  DR,ANTIOCH,SINGLE FAMILY,290000,9/22/2021,36.0678556,-86.6776535,8,,
1188,1428  CALAIS  CT,ANTIOCH,SINGLE FAMILY,330300,9/23/2021,36.0676952,-86.6205622,8,,
1189,3915  E RIDGE  DR,NASHVILLE,SINGLE FAMILY,340000,9/10/2021,36.0675972,-86.6990891,1,,
1190,1513  RICE HILL  CT,ANTIOCH,SINGLE FAMILY,251500,9/9/2021,36.0674076,-86.6401483,8,,
1191,712  BOWFIELD  CT,ANTIOCH,SINGLE FAMILY,280000,9/2/2021,36.06722,-86.6669519,8,,
1192,612  DURRETT  DR,NASHVILLE,SINGLE FAMILY,436800,9/24/2021,36.0668188,-86.7327377,1,,
1193,709  BOWFIELD  CT,ANTIOCH,SINGLE FAMILY,235000,9/1/2021,36.0667913,-86.6667945,8,,
1194,627  CRIEVE  RD,NASHVILLE,SINGLE FAMILY,360000,9/7/2021,36.066759,-86.7666382,1,,
1195,2064  TIMBERWOOD  DR,NASHVILLE,SINGLE FAMILY,880000,9/2/2021,36.0667461,-86.8499843,2,,
1196,3341  OAK TIMBER  DR,ANTIOCH,SINGLE FAMILY,302400,9/9/2021,36.066533,-86.6104939,8,,
1197,3929  E RIDGE  DR,NASHVILLE,SINGLE FAMILY,310000,9/23/2021,36.0661545,-86.6990891,1,,
1198,3620  LIPTON  PL,ANTIOCH,SINGLE FAMILY,275000,9/3/2021,36.0649027,-86.6113606,8,,
1199,598  WATSONWOOD  DR,NASHVILLE,SINGLE FAMILY,392500,9/13/2021,36.0648255,-86.732777,1,,
1200,598  WATSONWOOD  DR,NASHVILLE,SINGLE FAMILY,360000,9/13/2021,36.0648255,-86.732777,1,,
1201,489  HOGAN  RD,NASHVILLE,SINGLE FAMILY,589000,9/22/2021,36.0647751,-86.7559952,1,,
1202,377  MELPAR  DR,NASHVILLE,SINGLE FAMILY,249900,9/23/2021,36.0647138,-86.7115528,1,,
1203,6012  ROBERT E LEE  DR,NASHVILLE,SINGLE FAMILY,820000,9/15/2021,36.0646829,-86.8158943,2,,
1204,3942  E RIDGE  DR,NASHVILLE,SINGLE FAMILY,220500,9/7/2021,36.0642735,-86.6985779,1,,
1205,3942  E RIDGE  DR,NASHVILLE,SINGLE FAMILY,235000,9/14/2021,36.0642735,-86.6985779,1,,
1206,6937  SUNDERLAND  CIR,NASHVILLE,SINGLE FAMILY,584000,9/8/2021,36.0641481,-86.9703473,2,,
1207,7617  STAFFORDSHIRE  DR,NASHVILLE,SINGLE FAMILY,420000,9/8/2021,36.0640918,-86.972322,2,,
1208,3947  CREEKSIDE  DR,NASHVILLE,SINGLE FAMILY,275000,9/27/2021,36.0637672,-86.7017127,1,,
1209,513  GENERAL GEORGE PATTON  RD,NASHVILLE,RESIDENTIAL CONDO,357000,9/7/2021,36.0637533,-86.943211,2,,
1210,7509  ROLLING RIVER  PKWY,NASHVILLE,SINGLE FAMILY,385000,9/10/2021,36.0635971,-86.9660863,2,,
1211,517  WESTCREST  DR,NASHVILLE,SINGLE FAMILY,421500,9/29/2021,36.0632877,-86.7355276,1,,
1212,5104  GREENTREE  DR,NASHVILLE,SINGLE FAMILY,446200,9/1/2021,36.0631162,-86.7385924,1,,
1213,640  DEVON  DR,NASHVILLE,SINGLE FAMILY,735000,9/10/2021,36.0631117,-86.7667167,1,,
1214,8833  SAWYER BROWN  RD,NASHVILLE,RESIDENTIAL CONDO,240000,9/9/2021,36.062785,-86.945565,2,,
1215,4930  RAYWOOD  LN,NASHVILLE,SINGLE FAMILY,280000,9/1/2021,36.0622736,-86.7138722,1,,
1216,730  MCPHERSON  DR,NASHVILLE,RESIDENTIAL CONDO,169000,9/1/2021,36.062175,-86.934314,2,,
1217,728  MCPHERSON  DR,NASHVILLE,RESIDENTIAL CONDO,172500,9/1/2021,36.0621719,-86.934252,2,,
1218,4948  PACKARD  DR,NASHVILLE,SINGLE FAMILY,250000,9/14/2021,36.0620295,-86.7049478,1,,
1219,585  HILL CREEK  DR,NASHVILLE,SINGLE FAMILY,300000,9/22/2021,36.0617061,-86.7366671,1,,
1220,754  PIPPIN  DR,ANTIOCH,RESIDENTIAL CONDO,240000,9/16/2021,36.0614023,-86.6529764,8,,
1221,8637  SAWYER BROWN  RD,NASHVILLE,RESIDENTIAL CONDO,420000,9/13/2021,36.061175,-86.945804,2,,
1222,4971  BARELLA  DR,ANTIOCH,SINGLE FAMILY,375000,9/23/2021,36.0609898,-86.6841048,1,,
1223,7012  NORTHRIDGE  DR,NASHVILLE,SINGLE FAMILY,472400,9/8/2021,36.0609595,-86.9560678,2,,
1224,421  HICKORY GLADE  DR,ANTIOCH,RESIDENTIAL CONDO,165000,9/7/2021,36.060856,-86.705291,1,,
1225,5046  CHERRYWOOD  DR,NASHVILLE,SINGLE FAMILY,400000,9/24/2021,36.0607882,-86.7262562,1,,
1226,506  HIGHCREST  DR,NASHVILLE,SINGLE FAMILY,410000,9/8/2021,36.0607562,-86.723581,1,,
1227,7912  HAYDENBERRY  CT,NASHVILLE,SINGLE FAMILY,545000,9/17/2021,36.0606826,-86.9748953,2,,
1228,6113  MONTCREST  DR,NASHVILLE,SINGLE FAMILY,1050000,9/29/2021,36.060654,-86.848404,2,,
1229,2009  STONEHURST  DR,NASHVILLE,SINGLE FAMILY,979000,9/8/2021,36.0603899,-86.8447982,2,,
1230,4860  CIMARRON  WAY,ANTIOCH,SINGLE FAMILY,310000,9/15/2021,36.0601975,-86.6861502,1,,
1231,490  WESTCREST  DR,NASHVILLE,SINGLE FAMILY,482300,9/3/2021,36.060194,-86.7341131,1,,
1232,4917  OLIVIA  DR,ANTIOCH,SINGLE FAMILY,225000,9/7/2021,36.0597117,-86.6900833,1,,
1233,505  OAKLEY  DR,NASHVILLE,SINGLE FAMILY,499700,9/7/2021,36.0595384,-86.7585089,1,,
1234,5412  ANCHORAGE  DR,NASHVILLE,SINGLE FAMILY,497900,9/28/2021,36.0594947,-86.7695047,1,,
1235,4041  MOSS  RD,ANTIOCH,SINGLE FAMILY,265500,9/10/2021,36.0591783,-86.6646303,8,,
1236,445  CLAIRCREST  DR,ANTIOCH,RESIDENTIAL CONDO,200000,9/24/2021,36.0590675,-86.702916,1,,
1237,443  OAKLEY  DR,NASHVILLE,SINGLE FAMILY,562000,9/15/2021,36.0589487,-86.7508104,1,,
1238,365  TUSCULUM  RD,NASHVILLE,SINGLE FAMILY,180000,9/10/2021,36.058925,-86.712457,1,,
1239,466  CLAIRCREST  DR,ANTIOCH,RESIDENTIAL CONDO,190000,9/28/2021,36.058857,-86.702169,1,,
1240,5974  MT VIEW  RD,ANTIOCH,VACANT RURAL LAND,285000,9/20/2021,36.058779,-86.6155026,8,,
1241,3056   TALISMAN  WAY,ANTIOCH,VACANT RESIDENTIAL LAND,352000,9/13/2021,36.058695,-86.6039439,8,,
1242,3036   TALISMAN  WAY,ANTIOCH,VACANT RESIDENTIAL LAND,358400,9/9/2021,36.058695,-86.6039439,8,,
1243,0  MOSS  RD,ANTIOCH,VACANT RURAL LAND,55000,9/2/2021,36.0586769,-86.6630458,8,,
1244,2045   HAMILTON HILL  DR,ANTIOCH,SINGLE FAMILY,361600,9/15/2021,36.058624,-86.6023782,8,,
1245,505  PIPPIN  DR,ANTIOCH,SINGLE FAMILY,386500,9/2/2021,36.0586159,-86.6505015,8,,
1246,7224  BELLE CHASSE  DR,NASHVILLE,SINGLE FAMILY,357500,9/14/2021,36.058504,-86.969,2,,
1247,7057  COTTON BLOSSOM  LN,NASHVILLE,SINGLE FAMILY,510000,9/1/2021,36.058467,-86.9646965,2,,
1248,408  CLAIRCREST  DR,ANTIOCH,RESIDENTIAL CONDO,200000,9/8/2021,36.0583389,-86.701872,1,,
1249,1700  GLENRIDGE  DR,NASHVILLE,SINGLE FAMILY,480000,9/27/2021,36.0583191,-86.9507353,2,,
1250,467  WESTCREST  DR,NASHVILLE,SINGLE FAMILY,400000,9/9/2021,36.0582405,-86.732502,1,,
1251,7401  RIVER PARK  DR,NASHVILLE,SINGLE FAMILY,469000,9/24/2021,36.058204,-86.9744726,2,,
1252,5020  META  DR,NASHVILLE,SINGLE FAMILY,268000,9/24/2021,36.0581555,-86.73484,1,,
1253,4945  CIMARRON  WAY,ANTIOCH,SINGLE FAMILY,269300,9/13/2021,36.0580851,-86.689572,1,,
1254,2009  CROMWELL  DR,NASHVILLE,SINGLE FAMILY,1000000,9/13/2021,36.0577208,-86.8518416,2,,
1255,2207   POSTINGS  PT,ANTIOCH,RESIDENTIAL CONDO,286800,9/7/2021,36.0576767,-86.6021598,8,,
1256,5518   HAMILTON  CIR,ANTIOCH,RESIDENTIAL CONDO,300000,9/7/2021,36.0567952,-86.5977288,8,,
1257,1346  CROWN POINT  PL,NASHVILLE,RESIDENTIAL CONDO,320000,9/1/2021,36.056581,-86.736919,1,,
1258,5015  OLIVIA  DR,ANTIOCH,SINGLE FAMILY,285000,9/28/2021,36.0563766,-86.6907126,1,,
1259,1628  HIGHWATER  DR,ANTIOCH,SINGLE FAMILY,371000,9/14/2021,36.0559506,-86.6023782,8,,
1260,1230  CLIFTEE  DR,BRENTWOOD,VACANT RESIDENTIAL LAND,285000,9/9/2021,36.055319,-86.819126,2,,
1261,1717  PORCHREST  WAY,ANTIOCH,SINGLE FAMILY,345000,9/15/2021,36.0550645,-86.6022712,8,,
1262,104  OCEANFRONT  CIR N,ANTIOCH,SINGLE FAMILY,229900,9/10/2021,36.0546141,-86.5836597,8,,
1263,1003   BRADBURN VILLAGE  DR,ANTIOCH,VACANT RESIDENTIAL LAND,247600,9/15/2021,36.054271,-86.6105042,8,,
1264,1021   BRADBURN VILLAGE  DR,ANTIOCH,VACANT RESIDENTIAL LAND,243600,9/27/2021,36.054271,-86.6105042,8,,
1265,5305  WESSEX  DR,NASHVILLE,SINGLE FAMILY,290000,9/10/2021,36.0542691,-86.7082504,1,,
1266,404  SHORELINE  CIR,ANTIOCH,SINGLE FAMILY,220000,9/17/2021,36.0537219,-86.585118,8,,
1267,256  DELVIN  DR,ANTIOCH,SINGLE FAMILY,279000,9/22/2021,36.0532337,-86.6983419,1,,
1268,7329   MARONEY  DR,ANTIOCH,SINGLE FAMILY,350000,9/17/2021,36.0531074,-86.5926258,8,,
1269,133  TUSCULUM  RD,ANTIOCH,SINGLE FAMILY,270000,9/20/2021,36.0529445,-86.6901633,1,,
1270,516  BRADBURN VILLAGE  CIR,ANTIOCH,RESIDENTIAL CONDO,215000,9/10/2021,36.0527009,-86.6124143,8,,
1271,5236  GREEN LEAF  DR,NASHVILLE,SINGLE FAMILY,388000,9/15/2021,36.0525553,-86.7200829,1,,
1272,5170  HICKORY HOLLOW  PKWY,ANTIOCH,RESIDENTIAL CONDO,290000,9/7/2021,36.0520711,-86.6640105,8,,
1273,5170  HICKORY HOLLOW  PKWY,ANTIOCH,RESIDENTIAL CONDO,275100,9/9/2021,36.0520711,-86.6640105,8,,
1274,301  OCALA  CIR,NASHVILLE,SINGLE FAMILY,390000,9/10/2021,36.0515314,-86.7048313,1,,
1275,504  BROADWELL  DR,NASHVILLE,SINGLE FAMILY,630000,9/24/2021,36.0509374,-86.7598246,1,,
1276,443  HUNTINGTON RIDGE  DR,NASHVILLE,RESIDENTIAL CONDO,2145000,9/21/2021,36.0508851,-86.7282319,1,,
1277,4316   SUMMERCREST  BLVD,ANTIOCH,RESIDENTIAL CONDO,289300,9/2/2021,36.050833,-86.6195536,8,,
1278,1830  WILD OAKS  CT,ANTIOCH,SINGLE FAMILY,245000,9/15/2021,36.0507992,-86.6431861,8,,
1279,5433  HILL ROAD  CIR,NASHVILLE,SINGLE FAMILY,562500,9/8/2021,36.0507739,-86.753673,1,,
1280,2407  OLD HICKORY  BLVD,NASHVILLE,SINGLE FAMILY,1350000,9/10/2021,36.0506047,-86.8829692,2,,
1281,6925  COLLINSWOOD  DR,NASHVILLE,SINGLE FAMILY,450000,9/8/2021,36.0503746,-86.9606264,2,,
1282,133  OCALA  DR,ANTIOCH,SINGLE FAMILY,370000,9/3/2021,36.050236,-86.6911846,1,,
1283,644  TOBYLYNN  DR,NASHVILLE,SINGLE FAMILY,411000,9/17/2021,36.0499811,-86.7346632,1,,
1284,189  OCALA  DR,NASHVILLE,SINGLE FAMILY,325000,9/9/2021,36.04991,-86.6947634,1,,
1285,7104  FORREST OAKS  DR,NASHVILLE,SINGLE FAMILY,554900,9/10/2021,36.0495639,-86.9622243,2,,
1286,702  ASHLAWN  PL,NASHVILLE,RESIDENTIAL CONDO,179000,9/10/2021,36.0493165,-86.7425942,1,,
1287,1608  WINDY RIDGE  DR,BRENTWOOD,SINGLE FAMILY,2590000,9/13/2021,36.0492559,-86.8144633,2,,
1288,521  HUNTINGTON RIDGE  DR,NASHVILLE,RESIDENTIAL CONDO,340000,9/7/2021,36.0492242,-86.7253315,1,,
1289,5456  VILLAGE  WAY,NASHVILLE,SINGLE FAMILY,375300,9/21/2021,36.0486669,-86.7378459,1,,
1290,1216  ROCKEFORD  DR,NASHVILLE,SINGLE FAMILY,480000,9/1/2021,36.0485462,-86.9542339,2,,
1291,1114  OMAN  DR,BRENTWOOD,SINGLE FAMILY,765000,9/16/2021,36.0485235,-86.8100497,2,,
1292,5141  PINE HILL  RD,NASHVILLE,SINGLE FAMILY,810000,9/21/2021,36.047649,-87.010228,2,,
1293,2962  BABY RUTH  LN,ANTIOCH,RESIDENTIAL CONDO,210000,9/24/2021,36.0475466,-86.639388,8,,
1294,7909  HIGHWAY 100,NASHVILLE,SINGLE FAMILY,690000,9/17/2021,36.0472976,-86.9406827,2,,
1295,5600  COUNTRY  DR,NASHVILLE,RESIDENTIAL CONDO,205000,9/24/2021,36.047246,-86.7079569,1,,
1296,516  HEARTHSTONE  CIR,BRENTWOOD,SINGLE FAMILY,600000,9/7/2021,36.0471969,-86.7602682,1,,
1297,8085   WARBLER  WAY,BRENTWOOD,VACANT RESIDENTIAL LAND,992000,9/10/2021,36.0470586,-86.9107831,1,,
1298,0  TEMPLE  RD,NASHVILLE,VACANT RESIDENTIAL LAND,417500,9/22/2021,36.0462111,-86.9500287,2,,
1299,301  BLACK OAK  CT,ANTIOCH,SINGLE FAMILY,280000,9/9/2021,36.0460543,-86.5900839,8,,
1300,5104  VILLAGE  TRCE,NASHVILLE,SINGLE FAMILY,375000,9/3/2021,36.0460052,-86.7317574,1,,
1301,2013  PINECREST  DR,NASHVILLE,RESIDENTIAL CONDO,223000,9/7/2021,36.0459566,-86.7056153,1,,
1302,404  OAK FORGE  DR,ANTIOCH,RESIDENTIAL CONDO,185000,9/7/2021,36.0456884,-86.6441122,8,,
1303,338  YORKSHIRE  CIR,NASHVILLE,RESIDENTIAL CONDO,206800,9/23/2021,36.045547,-86.726638,1,,
1304,1104  PIN OAK  DR,ANTIOCH,SINGLE FAMILY,340000,9/8/2021,36.0447336,-86.5906553,8,,
1305,1108  PIN OAK  DR,ANTIOCH,SINGLE FAMILY,170000,9/16/2021,36.0445019,-86.5907145,8,,
1306,1004  MANOR  CT,BRENTWOOD,SINGLE FAMILY,598000,9/10/2021,36.0442597,-86.7537957,1,,
1307,6224  BENT WOOD  DR,ANTIOCH,SINGLE FAMILY,415000,9/2/2021,36.0440078,-86.622094,8,,
1308,5535  THALMAN  DR,BRENTWOOD,ZERO LOT LINE,429000,9/3/2021,36.043598,-86.749105,1,,
1309,5919  TEMPLE  RD,NASHVILLE,SINGLE FAMILY,417500,9/22/2021,36.0431891,-86.9497157,2,,
1310,5605  HICKORY MEADOWS  CT,BRENTWOOD,ZERO LOT LINE,303000,9/15/2021,36.043128,-86.748218,1,,
1311,1849   ISABELLE  CT,ANTIOCH,RESIDENTIAL CONDO,248000,9/16/2021,41.6032207,-73.087749,8,,
1312,4  SYCAMORE  CT,ANTIOCH,RESIDENTIAL CONDO,148000,9/7/2021,36.0422615,-86.6722259,1,,
1313,5705  BRENTWOOD MEADOWS  CIR,BRENTWOOD,ZERO LOT LINE,220000,9/1/2021,36.0422579,-86.748469,1,,
1314,1222  OLD HICKORY  BLVD,BRENTWOOD,SINGLE FAMILY,3300000,9/9/2021,36.0417338,-86.8181312,2,,
1315,4044  PEPPERWOOD  DR,ANTIOCH,SINGLE FAMILY,260000,9/20/2021,36.0415721,-86.5831867,8,,
1316,1911  ISABELLE  LN,ANTIOCH,RESIDENTIAL CONDO,237000,9/8/2021,36.0412927,-86.6274303,8,,
1317,8847  MCCRORY  LN,NASHVILLE,SINGLE FAMILY,865000,9/2/2021,36.0411543,-86.9765948,2,,
1318,305  SEVEN SPRINGS  WAY,BRENTWOOD,RESIDENTIAL CONDO,374000,9/8/2021,36.0410693,-86.766525,1,,
1319,3909   ASHEFORD  TRCE,ANTIOCH,VACANT RESIDENTIAL LAND,354800,9/15/2021,36.0400487,-86.6197932,8,,
1320,3913   ASHEFORD  TRCE,ANTIOCH,SINGLE FAMILY,330100,9/10/2021,36.0400487,-86.6197932,8,,
1321,3916   ASHEFORD  TRCE,ANTIOCH,SINGLE FAMILY,336500,9/16/2021,36.0400487,-86.6197932,8,,
1322,3912   ASHEFORD  TRCE,ANTIOCH,SINGLE FAMILY,336600,9/17/2021,36.0400487,-86.6197932,8,,
1323,3908   ASHEFORD  TRCE,ANTIOCH,SINGLE FAMILY,322800,9/17/2021,36.0400487,-86.6197932,8,,
1324,1001  GREYSTONE  CT,ANTIOCH,SINGLE FAMILY,253000,9/21/2021,36.0398717,-86.5786143,8,,
1325,621  MAGNOLIA  LN,NASHVILLE,SINGLE FAMILY,389900,9/3/2021,36.0398252,-86.7256443,1,,
1326,1500  WATER OAK  CT,ANTIOCH,SINGLE FAMILY,245500,9/22/2021,36.0398065,-86.574877,8,,
1327,5942  MONROE  XING,ANTIOCH,RESIDENTIAL CONDO,200000,9/2/2021,36.0397044,-86.6278434,8,,
1328,641  OLD HICKORY  BLVD,BRENTWOOD,RESIDENTIAL CONDO,425000,9/16/2021,36.0394919,-86.7629125,1,,
1329,641  OLD HICKORY  BLVD,BRENTWOOD,RESIDENTIAL CONDO,520000,9/28/2021,36.0394919,-86.7629125,1,,
